0;114
60;114
120;114
180;113.46875
240;113
300;113
360;113.53125
420;114
480;115.0625
540;116
600;117.0625
660;119.0625
720;121.59375
780;124.0625
840;125
900;126.125
960;125.9375
1020;126.0625
1080;127
1140;127
1200;128.59375
1260;131.0625
1320;133.59375
1380;135
1440;135
1500;137.125
1560;139
1620;140.0625
1680;141.53125
1740;145.1875
1800;149.59375
1860;153.65625
1920;158.125
1980;160
2040;160
2100;160
2160;160
2220;161.0625
2280;160.9375
2340;158.9375
2400;158
2460;159.125
2520;162.65625
2580;167.125
2640;170.0625
2700;171.53125
2760;175.1875
2820;192.875
2880;212.375
2940;222.78125
3000;228.0625
3060;221.03125
3120;213.46875
3180;214.59375
3240;219.71875
3300;229.90625
3360;234.9375
3420;228.15625
3480;221.40625
3540;229.03125
3600;230.625
3660;215.4375
3720;205.40625
3780;205.0625
3840;206.53125
3900;209.375
3960;211
4020;209.9375
4080;209
4140;207.40625
4200;204.9375
4260;201.875
4320;198.40625
4380;192.21875
4440;184.28125
4500;176.21875
4560;164.5625
4620;152.6875
4680;142.15625
4740;137
4800;142.84375
4860;152.5
4920;160.78125
4980;168.1875
5040;176.3125
5100;188.875
5160;202.75
5220;196.90625
5280;191.71875
5340;190.21875
5400;181.75
5460;174.8125
5520;172
5580;171.46875
5640;171
5700;171
5760;169.9375
5820;165.8125
5880;163
5940;161.40625
6000;159
6060;156.9375
6120;149.625
6180;141.34375
6240;139
6300;134.21875
6360;130
6420;130
6480;128.9375
6540;126.40625
6600;121.28125
6660;116.9375
6720;116
6780;114.9375
6840;113.6
6900;113
6960;114.59375
7020;117.0625
7080;117
7140;118.125
7200;122.65625
7260;126.59375
7320;125.34375
7380;120.1875
7440;115.875
7500;113.46875
7560;113
7620;113
7680;115.65625
7740;118
7800;116.9375
7860;113.34375
7920;113.65625
7980;118.125
8040;114.15625
8100;109
8160;111.125
8220;115.65625
8280;119.59375
8340;120.46875
8400;117.875
8460;116
8520;114.9375
8580;113.46875
8640;114.59375
8700;119.71875
8760;127.78125
8820;139.4375
8880;151.3125
8940;161.84375
9000;173.375
9060;182
9120;190.3125
9180;197.125
9240;199.53125
9300;203.1875
9360;212.375
9420;221.71875
9480;222.875
9540;221
9600;224.1875
9660;225.9375
9720;226.0625
9780;227
9840;223.28125
9900;212.5625
9960;199.09375
10020;189.28125
10080;186
10140;184.40625
10200;180.875
10260;180.0625
10320;179.9375
10380;177.40625
10440;177.0625
10500;178.53125
10560;178.46875
10620;178
10680;178.53125
10740;179
10800;180.0625
10860;182.0625
10920;183
10980;184.0625
11040;185
11100;185.53125
11160;186
11220;186
11280;188.25
11340;191.0625
11400;192
11460;192.53125
11520;195.125
11580;198.59375
11640;201.0625
11700;202
11760;203.0625
11820;199.21875
11880;192.34375
11940;187.875
12000;184.40625
12060;180.875
12120;176.34375
12180;172.9375
12240;170.40625
12300;166.875
12360;163.9375
12420;161.40625
12480;158.9375
12540;156.9375
12600;155.46875
12660;154
12720;151.5714286
12780;148
12840;146.9375
12900;144.9375
12960;142.40625
13020;139.9375
13080;137.9375
13140;135.9375
13200;134.46875
13260;132.9375
13320;130.9375
13380;128.9375
13440;127.46875
13500;125.9375
13560;123.9375
13620;121.9375
13680;120.46875
13740;120
13800;120
13860;118.9375
13920;118
13980;118
14040;116.9375
14100;114.9375
14160;114
14220;113.46875
14280;113.53125
14340;114
14400;114
14460;114
14520;115.0625
14580;117.0625
14640;118
14700;119.0625
14760;120
14820;120.53125
14880;122.0625
14940;123
15000;124.0625
15060;126.0625
15120;129.65625
15180;133.0625
15240;135.6875
15300;138.0625
15360;140.0625
15420;141.53125
15480;143.0625
15540;145.0625
15600;148.65625
15660;152.0625
15720;154.0625
15780;155
15840;156.59375
15900;160.65625
15960;166.1875
16020;170.59375
16080;181.5625
16140;200.09375
16200;215.375
16260;223.125
16320;227.65625
16380;235.84375
16440;248.4375
16500;258.71875
16560;248.71875
16620;242.0625
16680;243.5
16740;241
16800;227.71875
16860;224.5
16920;214.46875
16980;192.09375
17040;185.46875
17100;185
17160;191.375
17220;200.71875
17280;192.84375
17340;181.9375
17400;165.0625
17460;145.6875
17520;134.09375
17580;121.625
17640;111.21875
17700;101.6875
17760;93.28125
17820;86.8125
17880;81.34375
17940;76.34375
18000;71.875
18060;68.40625
18120;67
18180;65.9375
18240;65
18300;66.0625
18360;67
18420;63.28125
18480;57.875
18540;54.9375
18600;54
18660;54
18720;54
18780;53.46875
18840;49.8125
18900;46.46875
18960;43.875
19020;42
19080;42
19140;40.875
19200;40
19260;40
19320;40
19380;40
19440;40
19500;40
19560;41.0625
19620;43.0625
19680;45.0625
19740;43.875
19800;40.9375
19860;40
19920;41.0625
19980;40.9375
20040;39.46875
20100;37.9375
20160;35.9375
20220;35
20280;35
20340;35
20400;33.9375
20460;32.46875
20520;32
20580;30.9375
20640;28.9375
20700;26.9375
20760;25.46875
20820;25
20880;25.53125
20940;26
21000;27.0625
21060;28
21120;28
21180;28
21240;28
21300;26.9375
21360;26
21420;26
21480;26
21540;26
21600;26
21660;25.46875
21720;25
21780;25
21840;25
21900;23.9375
21960;23
22020;21.9375
22080;21
22140;21
22200;21
22260;21
22320;21
22380;21
22440;19.9375
22500;19
22560;19
22620;19
22680;19
22740;19
22800;18.46875
22860;18
22920;16.875
22980;16
23040;14.9375
23100;14
23160;14
23220;14
23280;14
23340;14
23400;12.9375
23460;12
23520;11.46875
23580;11
23640;11
23700;9.9375
23760;9
23820;7.9375
23880;7
23940;7
24000;7
24060;7
24120;7
24180;5.9375
24240;5
24300;5
24360;5
24420;5
24480;5
24540;5
24600;5
24660;2.34375
24720;0
24780;0
24840;0
24900;0
