0;96
60;96
120;96
180;96
240;96
300;96
360;96
420;96
480;96
540;96
600;96
660;96
720;96
780;96
840;96
900;96
960;96
1020;96
1080;96
1140;96
1200;96
1260;96
1320;96
1380;96
1440;96
1500;96
1560;96
1620;96
1680;96
1740;96
1800;96
1860;96
1920;96
1980;96
2040;96
2100;96
2160;96
2220;96
2280;96
2340;96
2400;96
2460;96
2520;96
2580;96
2640;96
2700;96
2760;96
2820;96
2880;96
2940;96
3000;96
3060;96
3120;96
3180;96
3240;96
3300;96
3360;96
3420;96
3480;96
3540;96
3600;96
3660;96
3720;96
3780;96
3840;96
3900;96
3960;96
4020;96
4080;96
4140;96
4200;96
4260;96
4320;96
4380;96
4440;96
4500;96
4560;96
4620;96
4680;96
4740;96
4800;96
4860;96
4920;96
4980;96
5040;96
5100;96
5160;96
5220;96
5280;96
5340;96
5400;96
5460;96
5520;96
5580;96
5640;96
5700;96
5760;96
5820;96
5880;96
5940;96
6000;96
6060;96
6120;96
6180;96
6240;96
6300;96
6360;96
6420;96
6480;96
6540;96
6600;96
6660;96
6720;96
6780;96
6840;96
6900;96
6960;96
7020;96
7080;96
7140;96
7200;96
7260;96
7320;96
7380;96
7440;96
7500;96
7560;96
7620;96
7680;96
7740;96
7800;96
7860;96
7920;96
7980;96
8040;96
8100;96
8160;96
8220;96
8280;96
8340;96
8400;96
8460;96
8520;96
8580;96
8640;96
8700;96
8760;96
8820;96
8880;96
8940;96
9000;96
9060;96
9120;96
9180;96
9240;96
9300;96
9360;96
9420;96
9480;96
9540;96
9600;96
9660;96
9720;96
9780;96
9840;96
9900;96
9960;96
10020;96
10080;96
10140;96
10200;96
10260;96
10320;96
10380;96
10440;96
10500;96
10560;96
10620;96
10680;96
10740;96
10800;96
10860;96
10920;96
10980;96
11040;96
11100;96
11160;96
11220;96
11280;96
11340;96
11400;96
11460;96
11520;96
11580;96
11640;96
11700;96
11760;96
11820;96
11880;96
11940;96
12000;96
12060;96
12120;96
12180;96
12240;96
12300;96
12360;96
12420;96
12480;96
12540;96
12600;96
12660;96
12720;96
12780;96
12840;96
12900;96
12960;96
13020;96
13080;95.625
13140;95
13200;95
13260;95
13320;95
13380;95
13440;95
13500;95
13560;95
13620;95
13680;95
13740;95
13800;95
13860;95
13920;95
13980;95
14040;95
14100;95
14160;95
14220;95
14280;95
14340;95
14400;95
14460;95
14520;95
14580;95
14640;95
14700;95
14760;95
14820;95
14880;95
14940;95
15000;95
15060;95
15120;95
15180;94.625
15240;94
15300;94
15360;94
15420;94
15480;94
15540;94
15600;94
15660;94
15720;94
15780;94
15840;94
15900;94
15960;94
16020;94
16080;94
16140;94
16200;94
16260;94
16320;94
16380;94
16440;94
16500;94
16560;94
16620;94
16680;94
16740;94
16800;94
16860;94
16920;94
16980;94
17040;94
17100;94
17160;94
17220;94
17280;93.59375
17340;93
17400;93.34375
17460;93.625
17520;93
17580;93.375
17640;94
17700;94
17760;94
17820;94
17880;94
17940;94
18000;94
18060;93.625
18120;93
18180;93
18240;93
18300;93.375
18360;93.625
18420;93.375
18480;94
18540;93.625
18600;93
18660;93
18720;93
18780;93
18840;93
18900;93
18960;93
19020;92.625
19080;92
19140;92
19200;92
19260;92.5
19320;93
19380;93
19440;93
19500;93
19560;92.625
19620;92
19680;92
19740;92
19800;92
19860;92
19920;92
19980;92
20040;92
20100;92.375
20160;93
20220;93
20280;92.625
20340;92
20400;92
20460;92.375
20520;92.625
20580;92
20640;92
20700;92
20760;92
20820;92
20880;92
20940;92
21000;92
21060;92.375
21120;93
21180;92.625
21240;92
21300;92.375
21360;92.625
21420;92
21480;92
21540;92
21600;92
21660;92
21720;92.40625
21780;93
21840;93
21900;93
21960;93
22020;93
22080;93
22140;93
22200;93
22260;92.625
22320;92.375
22380;93
22440;93
22500;93
22560;93
22620;93
22680;93
22740;93
22800;93
22860;93
22920;93
22980;93
23040;93
23100;93
23160;93
23220;93
23280;93
23340;93
23400;93
23460;93
23520;93
23580;93
23640;93
23700;93
23760;93
23820;93
23880;93
23940;93
24000;93
24060;93
24120;93
24180;93
24240;93
24300;93
24360;93
24420;93
24480;93
24540;93
24600;93
24660;93
24720;93
24780;93
24840;93
24900;93
24960;93
25020;93
25080;93
25140;93
25200;93
25260;93
25320;93
25380;93
25440;93
25500;93
25560;93
25620;93
25680;93
25740;93
25800;93
25860;93
25920;93.375
25980;94
26040;94
26100;93.625
26160;93
26220;93
26280;93
26340;93
26400;93
26460;93
26520;93
26580;93
26640;93
26700;93
26760;93
